ï»¿userName,content,at,score
Zakaria Jovan,"['terooos', 'bikin', 'bm', 'luu']",26/01/2024 14:01,1
Jibdi Aja,['mantap'],25/01/2024 09:35,5
Elwis Tinu,['mntap'],16/01/2024 10:16,5
Fadil ferdiana,['top'],27/01/2024 13:29,5
Samsul Maarif,"['jaring', 'buruk', 'batu', 'sandungan', 'ku', 'pasang', 'min']",11/01/2024 11:02,1
Adi Mardiyanto,"['aplikasi', 'babimau', 'beli', 'paket', 'susah', 'ampun']",26/01/2024 13:50,1
Snow White,"['mksh', 'iya', 'nyedotin', 'pulsa', 'ulang', 'pakai', 'wifi', 'kayak', 'lintah', 'darat', 'tidak', 'nanggung2', 'nyedotnya', 'isi', 'pulsa', 'situ', 'reaksi']",15/01/2024 00:12,1
agus ifny,[],29/01/2024 16:07,4
Hendra rasta,"['benar', 'aja', 'isi', 'kouta', 'tidak', 'guna', 'gak', 'keluar', 'kota']",26/01/2024 13:46,1
Chepy DecoDeSouza,"['ganti', 'jas', 'ply', 'stor', 'wkwkwkw', 'mi', 'ngsih', 'kuota', 'gratis', 'hatrus', 'main', 'game', 'bohong', 'dapwt', 'kuota', 'gratis', 'nya', 'nonton', 'iklan', 'kan', 'parah', 'm3', 'error', 'kasih', 'b1', 'biar', 'baca']",10/01/2024 16:51,1
dadang fahreza,"['baik', 'jaring', 'internet', 'kuota', 'sinyal', '4g5g', 'lelet', 'banget', 'indosat', 'parah']",17/01/2024 17:04,1
Bagus Soleh,"['tidak jelas', 'paket', 'tidak', 'buka', 'kuota', 'buka', 'tidak jelas']",18/01/2024 12:56,1
Ahmad dani Dani,['konton'],25/01/2024 12:29,1
Wanto Ses,[],24/01/2024 01:59,5
Trik apa saja bisa,"['im3', 'mirip', 'xl', 'axiata', 'buka', 'youtubesosmed', 'patah', 'alias', 'nge', 'lag', 'bikin', 'seluler', 'panas']",13/01/2024 12:13,1
Putraadelpa,[],29/01/2024 13:00,5
Andin Andin,['mntap'],26/01/2024 04:01,1
Budi Bawor,"['pakai', 'paket', 'data', 'mahal']",27/01/2024 13:03,4
yosua wisnu,['bagus'],30/01/2024 06:38,5
yasir raya,"['kecewa', 'ganggu', 'tidak']",26/01/2024 14:17,2
Yoshua Rewando,"['baik', 'jaring', 'nya', 'parah', 'banget', 'kacau']",24/01/2024 15:03,1
Silviyana Handayani,"['aplikasi', 'tidak', 'pakai', 'kuota', 'darurat', 'suruh', 'bayar', 'pulsa', 'lebih baik', 'hapus', 'aplikasi', 'sampah']",29/01/2024 22:41,1
babang 03,['bagus'],28/01/2024 07:30,5
Alfa Rasyid,"['guna', 'indosat', 'sekitar', '6', 'tahunkenapa', 'iya', 'cs', 'ditanyainnnya', 'cepat', 'bangetcoba', 'cek', 'indosat', 'csnya', 'bicara', 'santai']",23/01/2024 10:06,2
Elfin Ersyad,"['harga', 'elite', 'kualitas', 'sinyal', 'sulit']",22/01/2024 11:13,1
Fahrudin Aris,"['sms', 'main', 'internet', 'lancar', 'lelet', 'bgsd']",26/01/2024 12:51,1
Reme Oyii,"['indosat0', 'error', 'darurat', 'tidak', 'kirim', 'p', 'potong']",15/01/2024 04:22,1
Ben Surya,['tolol'],30/01/2024 07:42,1
Soki Kedokan,['lancar'],27/01/2024 06:34,5
Udin Caem Udin,['terima kasih'],26/01/2024 13:39,5
Ahmad Baihaqi,"['sinyal', 'kencang', 'tibadapet', 'gratis', 'ilove', 'you', 'indosat']",18/01/2024 08:05,5
Gayo Land,"['maling', 'pulsa', 'tertawa', 'pakai', 'wifi', 'pulsa', 'hilang', 'iya', 'mudah', 'bangkrut', 'indosat']",17/01/2024 20:20,1
Argo Nurcahyo,"['hot', 'promo', 'tidak', 'beli', 'proses', 'bngt', 'beli', 'kuota', 'sulit', 'bngt']",25/01/2024 02:21,1
Ikbal Nugraha,"['tidak', 'login', 'aplikasi', 'tidak', 'cek', '123', 'tidak', 'akses', 'kirim', 'pulsa', 'benar', 'gin', 'maksa', 'benar', 'pasar', 'mentangmentang', 'tidak', 'beli', 'paket', 'sini', 'isi', 'pulsa', '100ribu', 'akses', 'aplikasi', 'nya']",26/01/2024 14:18,1
aam Agara,"['koneksi', 'jaring', 'internet', 'lambat', 'wilayah']",24/01/2024 17:34,1
Always Rahman,"['baik', 'rusak']",14/01/2024 10:01,5
ote 07,"['sinyal', 'hilang', 'muluudah', 'mahal', '2', 'tidak', 'jlstolong', 'kerja', 'samanyasaya', 'tidak', 'puasemng', 'tidak', 'benah', 'iya']",11/01/2024 05:50,1
Dika Oppo,[],13/01/2024 12:31,5
Culung aleda Aleda,['rorrr'],18/01/2024 14:05,5
marianus papuse,"['bng', 'jaring', 'lelet', 'kuota', 'laku', 'lamah']",26/01/2024 13:31,1
Cicah Heryani,"['ganggu', 'melulu', 'bener', 'aje']",26/01/2024 12:54,1
Lucky Dharma15,"['asik', 'bang']",30/01/2024 02:57,1
Waldan Waldan,['keren'],13/01/2024 15:41,5
Raden Bara,"['ayo', 'pindah', 'pakai', 'indosat', 'jelek', 'jaring', 'yok', 'pindah', 'yok']",29/01/2024 14:36,1
Meriesta Utary,['mantap'],16/01/2024 02:24,5
Nur Asiah,"['maaf', 'aplikasi', 'tidak', 'guna', '5', 'x', 'pasang', 'ulang', 'tidak', 'fungsi', 'cek', 'kuota', 'alih', 'wa', 'kecewa', 'burukkkkkk', '1', 'aplikasi', 'tidak', 'fungsi']",17/01/2024 02:02,1
Derry93 Supportsystem,"['jaring', 'pea', 'kuota', 'internet', 'doang', 'gede', 'jaring', 'konyol']",26/01/2024 13:47,1
BALKER TV,"['mohon', 'ikan', 'jelas', 'pulsaa', 'tiba2', 'kurang', 'pemberitahuan', 'bukti', 'transaksi', 'im3', 'tanggung', 'jawab', 'rugi']",23/01/2024 16:08,1
Sulis Realme,['burukkk'],22/01/2024 16:58,5
M fahrul Putra,"['sinyal', 'nya', 'tidak']",26/01/2024 13:42,1
HEndi Nuryaman,['mantap'],26/01/2024 14:10,5
Fajar Fajar,"['maapsinyal', 'gak', 'wajar']",27/01/2024 23:37,5
Bang Bidoe,"['susah', 'sinyal']",20/01/2024 11:07,1
Ilham Cikampil,"['jaring', 'wuaduh', 'rungkattolonglah', 'baik', 'jaring']",11/01/2024 12:28,1
Dani Putra,"['sinyal', 'jelek', 'harga', 'paket', 'mahal', 'harga', 'paket', 'ningkat', 'kualitas', 'sinyal', 'jelek']",29/01/2024 08:45,1
Yantoalpakir Alpakir,"['jaring', 'nya', 'bagus']",30/01/2024 23:31,5
Aldi Tampan,"['toolol', 'jaring', 'penuh', 'lelet', 'dasar', 'provider', 'sampah']",11/01/2024 12:02,1
elieser hingkie,"['im3', 'sih', 'pulsa', 'aman', 'saat', 'kouta', 'internet', 'habis', 'nyata', 'berkalikali', 'pulsa', 'kuras', 'saat', 'kouta', 'internet', 'habis', 'nyadar', 'sms', 'masuk', 'guna', 'akses', 'internet', 'non', 'paket', 'kecewa', 'gak', 'sih', 'iya', 'kecewa']",18/01/2024 15:50,3
Zafar Mouza,"['bagus', 'sayang', 'sinyal', 'jawa', 'agak', 'susah']",29/01/2024 04:38,5
Hari Bye,"['terima kasih', 'kasih', 'yaaa']",28/01/2024 10:42,5
Farhan Juninto,"['provider', 'tidak jelas', 'vampir', 'pulsa', 'nyala', 'data', 'tidak', 'pulsa', 'hilang']",21/01/2024 09:39,1
Deadafitsetiawan,['mayan'],17/01/2024 23:40,5
Muhammad irfan,"['aplikasi', 'nya']",23/01/2024 14:28,5
FIRMAN PANGERAN,"['jaring', 'sulit', 'jaring', 'sulit', 'jaring', 'sulit', 'jaring', 'sulit']",26/01/2024 13:52,1
Muhamad sopian Sopian,"['jelek', 'pulsa', 'hilang']",10/01/2024 12:42,1
Zainur Roziin,['bagus'],26/01/2024 13:01,5
Kurniawan_ project,"['aplikasi', 'tidak', 'bergunabisa', 'buka', 'pulsakuota']",26/01/2024 13:41,1
Edy Sutrisno,"['kuota', 'kaya', 'angin', 'cepat', 'habis', 'nya', 'heran', 'beli', '3', 'gb', 'hari', 'buset', 'parah']",22/01/2024 23:10,1
Fitria Andriani,"['kesini', 'mahal']",23/01/2024 01:38,1
Iriessatya Iriez satya,"['sinyal', 'indosat', 'sakarang', 'jelek', 'lambat', 'lambatt', 'guna', 'indosat', 'keluh', 'sinyal', 'indosat', 'jelek', 'anjing', 'anjing', 'anjing']",27/01/2024 05:10,1
Siti Yunaidah,['ok'],19/01/2024 14:55,5
Beny Tanu wijaya,['goood'],15/01/2024 04:58,5
Ongki Dani Pabisangan,['ok'],26/01/2024 10:08,5
Iwan Adventure74,"['paket', 'promo', '12gg', 'ko', 'ilangparah', 'm3', 'jaring', 'mkin', 'mlorotgda', 'kmjuan']",23/01/2024 18:41,1
shinbi house,"['cerita', 'nya', 'm3', '2', '2', 'nya', 'selamat', '1', 'gb', '1', 'kamarin', 'hilang', 'sinyal', 'parah', 'sms', 'nya', 'jam', '4', 'sore', 'kan', 'nya', '1', '24', 'jam', 'jam', 'sms', 'pas', 'cek', 'pagi2', 'kuota', 'bonus', 'nya', 'gak', 'alias', 'cek', '5578', 'nol', 'zero', 'gak', 'niat', 'bonus', 'bicara', '1', 'jalan', 'tol', '8', 'jam', 'gak']",29/01/2024 01:28,1
mds siliwangi channel,"['aplikasi', 'tidak', 'buka']",18/01/2024 03:28,2
Nur Muhammad Saputra,"['diperluasperkuat', 'jaring', 'beli', 'kuota', '100gb', 'jaring', 'kaya', 'h', 'seluler', '4g', 'lho']",21/01/2024 10:37,2
NABIL MARVEL Yt,"['kecewa', 'im3', 'kuota', 'gratis', 'baru', 'scam', 'kuota', 'gratis', 'php', 'melulu', 'lagi', 'kuota', '1gb', 'kirim', 'manaa']",28/01/2024 23:28,1
Reynol Tyarles,['bagus'],11/01/2024 22:53,5
Nazli Hafina,"['parah', 'yah', 'jaring', 'm3']",26/01/2024 12:54,1
Sam Muji,[],21/01/2024 04:45,5
Hasan musana musana,"['aplikasi', 'erorga', 'guna', 'gilir', 'butuhin', 'tidak', 'buka', 'baik', 'aplikasi', 'stres']",14/01/2024 10:24,1
Nelangsa Over,"['pulsa', 'sedot', 'tolol']",21/01/2024 15:50,4
Ahmad iqbal Mutarom,"['aplikasi', 'error']",12/01/2024 05:43,3
KO KO,"['lihat', 'bintang', 'sinyal', 'jelekdiperbaiki', 'sinyal', 'wilayah', 'kabupaten', 'kendal', 'kota', 'semarang', 'jawa']",11/01/2024 08:11,1
Surya Yana,"['beli', 'paket', 'pagi', '3gb', 'malam', 'nya', 'tiba2', 'habiss', 'gak', 'buka', 'aneh2', 'error']",30/01/2024 13:16,1
ga ada nama,[],26/01/2024 08:41,5
Rendi Irawan,"['tidak jelas', 'banget', 'beli', 'paket', 'data', 'tidak bisa', 'dipake', 'ngechat', 'wa', 'scroll', 'tiktok', 'semua', 'tidak bisa', 'sya', 'beli', 'paket', 'freedomm', 'internet', 'tidak jelas']",26/01/2024 13:08,1
Nengah Awita,"['aplikasi', 'cacat', 'bug']",12/01/2024 11:37,1
Bayu,"['internet', 'sulit', 'harga', 'sulit']",27/01/2024 14:59,1
lukman sandy,['lumayan'],26/01/2024 14:23,4
Nur S,['mantap'],30/01/2024 22:40,5
Almaira Radisty,"['kunaon', 'sinyal', 'kakak perempuan', 'goreng', 'wae', 'ker', 'main', 'epep', 'lelet', 'wae', 'jabii', 'kakak perempuan']",28/01/2024 01:42,1
wildan razaqakumullah,"['lelet', 'anjing', 'mahal', 'lagi']",13/01/2024 02:35,1
Doni Fahnizar,['bagus'],20/01/2024 11:01,5
SendiÂSetiawan _,"['najisss', 'banget', 'jelek', 'nii', 'sumpah', 'error', 'melulu', 'tidak jelas', 'auto', 'ganti', 'pakai', 'lainn', 'gmau', 'pakai']",22/01/2024 00:15,1
meri hastuti,"['promo', 'tipu']",15/01/2024 12:20,2
Muhammad AlFitroh,"['nge', 'lelet', 'pas', 'war', 'su']",17/01/2024 07:05,1
Dzaka khuswa,"['sinyal', 'hilang', 'sendiripulsa', 'hilang', 'harga', 'tidak', 'kualitasgk', 'login', 'kali', 'kalidah', 'pindah']",26/01/2024 13:39,1
Cucu Kuswara,[],15/01/2024 07:38,4
Cello Sucipto,"['mantapppp', '100']",13/01/2024 06:20,5
oscar Rosano,"['murah', 'kuota', 'kapasitas', 'pokok', 'merakyatperluas', 'jaring', 'bts', 'nya']",29/01/2024 07:52,4
Pepet Triyana,"['halo', 'brow', 'asa', 'tidak', 'ambil', 'pulsa', 'darurat', 'isi', 'pulsa', 'ambil', 'sih', 'sih', 'brow', 'rugi']",19/01/2024 11:04,1
Yoga Pratama,"['bagus', 'mudah', 'paham', 'moga', 'promo', 'diskon', 'diskon', 'terima kasih']",28/01/2024 00:31,5
Ratna Wati,['mantap'],19/01/2024 05:38,4
Marlian Zajuli,"['beli', 'paket', 'data', 'aplikasi', 'guna', 'metode', 'bayar', 'gagal', 'transaksi', 'bayar', 'notifnya', 'gagal', 'transaksi', 'baik', 'transaksi', 'gagal']",29/01/2024 16:26,5
Eddy Saputra,"['ganggu', 'melulu', 'anjg', 'indosat', 'niat', 'gak', 'tolol']",27/01/2024 21:05,1
Ajit Vepal,"['indosat', 'lemah', 'gandrungmangu', 'bukan', '2024', 'baik', 'lelet', 'tidak', 'karuan', 'koneksi', 'hujan', 'rintikrintik', 'lemah', 'syahwat', 'koneksi', 'rindu', 'indosat', '20062009', 'stabil', 'kencang', 'andal']",19/01/2024 11:37,1
Fifit Ariyanto,"['aplikasi', 'nya', 'bagus']",17/01/2024 02:04,5
Yogi Sutrisman,"['jelek', 'banget', 'sinyal', 'hilangpadahal', 'kota']",25/01/2024 15:28,1
Lilik Setyawan,"['moga', 'rezeki', 'layan', 'im3', 'lancar', 'maju', 'depan']",19/01/2024 17:06,4
deo hanan,['bagus'],25/01/2024 19:58,5
Ressy Melvy Siregar,"['pulsa', 'barusan', 'hilang', 'tidak', 'bagus']",14/01/2024 06:23,1
Fat' Just NPC,"['aplikasi', 'nya', 'banget', 'tuker', 'poin', 'hasil', 'isi', 'pulsa', 'meski', 'kadang', 'kendala', 'im3', 'tebus', 'kendala']",28/01/2024 05:54,4
Mikaela Yuli,['bagus'],24/01/2024 03:44,5
Ian Septian,"['beri', 'kode', 'verifikasi', 'otp', 'lambat']",22/01/2024 08:04,1
Sandi Kurniawan,['bagus'],23/01/2024 16:30,5
Rio Oktam,"['parah', 'any', 'sih', 'banget', 'ganggu', 'tidak', 'layanannomor', 'tidak', 'terdaftartapi', 'pas', 'konsumen', 'service', 'tidak', 'baik', 'rusak', 'nyaman', 'selesai', 'tugas', 'kerja', 'ganggu', 'apa', 'kait', 'hambat', 'internet', 'pemberitahuan']",26/01/2024 20:21,1
Azka AlKautsar,"['gabener', 'kartu', 'beli', 'kouta', 'mahal', 'mahal', 'tidak', 'aktif', 'kuota', 'jaring', 'penuh', 'hadehh', 'indosat', 'indosat']",24/01/2024 11:56,1
Retno darmasyah,"['im3', 'busuk', 'hilang', 'hilang', 'jaring']",13/01/2024 11:53,1
Adit Saputra,"['kasih', 'bonus']",28/01/2024 03:46,5
Adam Imut32,"['kira', 'ubah', 'tetep', 'pentingin', 'iklan', 'sesampe', 'iklan', 'sistem', 'ekwk', 'ge', 'capek', 'sinyal', 'buruk', 'gilir', 'iklan', 'sat', 'set', 'moga', 'benar']",18/01/2024 04:07,1
IKKAJAYA80 tea,"['jujur', 'sih', 'aplikasi', 'myim3', 'banget', 'konsumen', 'setia', 'indosat', 'moga', 'konsisten', 'inovatif', 'tidak', 'suka', 'data', 'habis', 'suka', 'potong', 'pulsa', 'ludes', 'gak', 'kaya', 'provider', 'kuota', 'habis', 'pulsa', 'kunci', 'aman']",28/01/2024 18:21,5
Wawan Irawan,['siippp'],20/01/2024 15:02,5
Ahmad Masruri,"['profesionalmudah', 'simpel']",20/01/2024 18:56,5
jodi Misah,"['kecewa', 'aplikasi', 'ny', 'error', 'tidak', 'buka', 'seluler']",15/01/2024 10:21,1
Muhlasin Kjs,"['im3', 'sinyal', 'busuk', 'ganti', 'payah']",31/01/2024 07:46,1
Auli Rahman,"['pakai', 'im3', '10', 'lancar']",14/01/2024 21:58,5
Rendra Aditya,"['main', 'game', 'sinyal', 'hilang', 'cek', 'aplikasi', 'tidak']",20/01/2024 03:57,1
Oonichan_ Lovyu,"['maaf', 'komplain', 'jaring', 'tri', 'indosat', 'ganggu', 'iya', 'daerah', 'makassar', 'jaring', '4g', 'internet', 'tidak', 'teman', 'alam', 'kartu', '3', 'masuk', 'komen', 'pakai', 'kartu', 'smartfren', 'teman', 'tidak', 'internet', 'ulang', 'tidak', 'mode', 'pesawat', 'gak', 'teman', 'hilang', 'koneksi', '4g']",26/01/2024 12:58,2
Falih Arknudin,"['mahal', 'sinyal', 'jelek', 'moga', 'bangkrut']",12/01/2024 09:26,1
fathimah zhra,"['masuk', 'aplikasi', 'ribet']",26/01/2024 13:47,1
airbomasaf mantaf,['oke'],30/01/2024 23:44,5
Amat Noval,"['geleg', 'ujan']",17/01/2024 08:21,1
Aldho Sary,['bagus'],10/01/2024 10:38,5
Wibowo Ardhy,"['buruk', 'aplikasi']",12/01/2024 23:56,1
Andi Rizal,['mantap'],10/01/2024 10:44,5
Dimz,"['paket', 'mahal', 'jaring', 'jelek', 'masuk', 'pengaruh', 'saham', 'jual', 'singapura']",28/01/2024 17:01,1
Julia Sari,[],23/01/2024 16:04,2
Irwan agus s Agus s,"['im', 'poin', 'masuk', 'akun', 'nomor', 'seluler', 'nambah', 'kuota']",17/01/2024 05:27,4
Mustofa Alaika,"['im3', 'suka', 'sedot', 'pulsameski', 'paket', 'data', 'sekalipunsinyal', 'gangguanmau', 'isi', 'pulsa', 'nominal', 'beli', 'paket', 'harga', 'pas', 'ajahbarusan', 'aktif', 'kartu', 'data', 'adakarena', 'kartu', 'satu', 'gangguanternyata', 'pasang', 'ganggu', 'paket', 'sama2', 'tidak', 'masuk', 'jaringanudah', 'tidak', 'masuk', 'internet', 'sebentar', 'pulsa', '3300', 'ilangalhamdulillah', 'tidak', 'habisngak', 'erti', 'kemanapernah', 'hampir', 'habis', 'pulsa', 'sayaim3', 'baik', 'iya', 'layan', 'terima', 'kasih']",26/01/2024 14:28,1
siti zulaikah,"['im3', 'nyaman', 'pakai']",17/01/2024 05:17,5
Ya Kebonagung1984,[],18/01/2024 09:36,5
Sahril Aril,['mantap'],10/01/2024 12:32,5
Ari Falahuddin,"['bodoh', 'jaring', 'lambat', 'bug', 'melulu', 'jaring', 'cmn', 'tidak', 'pakaieror', 'tidak jelas']",26/01/2024 13:27,1
Mr. B,"['kuota', 'rang', 'harga', 'naikin', 'jaring', 'drop', 'indosat']",11/01/2024 05:23,1
Asep Saepudin,"['sinyal', 'nya', 'turun', 'kadang', 'bagus', 'kadang', 'ilng', 'sendirin', 'sinyal', 'nya', 'notif', 'sesal', 'pakai', 'kartu', 'guna', 'mnding', 'pikirdulu']",26/01/2024 13:54,1
Ira Sitan,['puas'],18/01/2024 10:19,5
Anak Bapak,"['jaring', 'buruk']",26/01/2024 13:49,1
Bimo suRya SuRya,"['stabil', 'puas', 'aplikasi', 'pilih', 'beli', 'data', 'tidak', 'gunakannnnnnn']",11/01/2024 04:05,1
NEKO,"['min', 'kembelikan', 'mode', 'offline', 'susah', 'masuk', 'vaucher', 'kola', 'paket', 'benar', 'benar', 'habis']",10/01/2024 03:37,5
Iwan Sutrisno,"['kesini', 'eh', 'kesana', 'nama', 'kebaratbaratan', 'eh', 'kwalitas', 'kebiritbiritan', 'baik', 'dongpelangganmu', 'ratus', 'juta', 'loh', 'cari', 'untung', 'gede']",13/01/2024 08:19,1
Saefudin udin,"['myim3', 'jamin', 'murah', 'harga', 'nya']",17/01/2024 07:53,5
adiiansyah,"['paket', 'tidak', 'saran', 'kaum', 'darah', 'indosat', 'jaring', 'buruk', 'konsumen', 'servic', 'kaya', 'tidak bisa', 'betulin', 'aneh', 'bat']",30/01/2024 14:33,1
Ibnumalik bh Malik,['okee'],25/01/2024 04:51,5
Siti Hadiyatul,"['sinyal', 'indosat', 'ganggu', 'sihh', 'lelet', 'banget', 'baik', 'sinyal', 'area', 'tangerang', 'kabupaten']",28/01/2024 16:15,1
??Â khewoy Â?? iwa,"['1', 'buka', 'aplikasi', 'baru', 'ttp', 'tidak', 'buka', 'sehat', 'gak', 'si', 'm3', 'sinyal', 'lag', 'pas', 'main', 'game', 'moba', 'paket', 'internet', 'nya', 'mahal', 'hancur', 'kualitas', 'layan', 'nlp', 'operator', 'ttp', 'tidak', 'bantu']",26/01/2024 07:51,1
Jajaiaiagshsuiaoajahha VHajaiiaiaia,"['koota', 'lelet']",11/01/2024 05:57,1
fisdaus muhamad,['bagus'],18/01/2024 05:11,5
hafid syafaat,"['indosat', 'provider', 'konyol', 'harga', 'paket', 'tidak', 'bareng', 'layan', 'puas', 'jaring', 'hilang', 'daerah', 'tidak', 'pelosok']",27/01/2024 00:32,1
Reynaldo Yoga Pratama,"['daftar', 'kode', 'otp', 'tidak', 'kirim']",23/01/2024 10:32,1
Ihan Rosihan,"['baru', 'rusak']",24/01/2024 08:04,1
Sapril Hadi,['ok'],24/01/2024 15:10,1
Akhmad Syihabudin Najah,"['buruk', 'rentenir', 'pulsa', 'darurat', 'lunas', 'hutang', 'pulsa', 'darurat', 'barusan', 'isi', 'pulsa', 'tidak', 'tagih', 'pulsa', 'darurat', 'pulsa', 'paket', 'kan', 'kuota', 'muncul', 'tagih', 'pulsa', 'darurat', 'nya', 'coba', 'benah', 'tidak', 'konsumen', 'mu', 'pindah', 'provider']",15/01/2024 10:34,1
Rheina Aulia,"['aul', 'cantik', 'banget']",15/01/2024 11:36,5
Dimyati s.o. Muhamad,"['tidak', 'pakai', 'kartu', 'indosat']",19/01/2024 22:52,5
Puyuh Yuh,"['jaring', 'indosat', 'lelet', 'melulu', 'yak']",30/01/2024 10:44,3
Sofyan Maulana,"['paketin', 'telepon', 'tidak', 'lollll']",24/01/2024 08:51,1
Bela Suwanten,"['bagus', 'senang']",29/01/2024 22:44,4
Ari Lesmana,"['parah', 'aplikasi', 'error', 'sinyal', 'im3', 'parah', 'baik', 'server', 'im3', 'sinyal', 'ganggu', 'agak', 'jengkel', 'ganggu', 'profesi', 'ojol']",11/01/2024 11:36,1
muhammad muqoyyim,"['jaring', 'payah', 'susah']",30/01/2024 04:22,1
Laila Nisa,"['saham', 'lejit', 'sinyal', 'meditpailitcepat', 'lambat', 'tidak', 'minatkalah', 'kompetitor', 'baik', 'kualitas', 'laba', 'musaran', 'guna', 'setia', 'paling', 'darimutp', 'daya', 'nomor', 'daftar', 'akun', 'sekuritas']",11/01/2024 14:03,1
Agus 12,"['jaring', 'im3', 'hancur', 'hancur']",19/01/2024 06:17,2
Jeddi simbolon,"['baru', 'hancurparah']",23/01/2024 21:11,2
Fitri Ady,"['aplikasi', 'sih', 'sih', 'daptarselalu', 'daptar', 'buka', 'aplikasi', 'nya', 'baharu', 'oninstal', 'aplikasi', 'nya', 'marah']",11/01/2024 16:19,1
Mohammad Erlan Pratama,"['cs', 'nya', 'tidak', 'kasih', 'nomor', 'im3', 'bilang', 'nomor', 'im3', 'keluh', 'tidak', 'kasih', 'solusi']",27/01/2024 04:58,1
reza Pramudya Ardhana,"['lelet', 'hujan', 'hilang', 'sinyal', 'kerja', 'main', 'game', 'lelet']",26/01/2024 14:18,1
enyo Aje,['bagus'],16/01/2024 00:41,5
Ihsan Rizki,"['woi', 'anjing', 'tidak', 'kirim', 'kode', 'otp', 'nya', 'ulang', 'gak', 'kirim', 'benar', 'masuk', 'nomor']",15/01/2024 19:07,1
Naufal chanel,['bagus'],22/01/2024 08:14,2
Warmad Mad,"['kesini', 'sinyal', 'bagus']",21/01/2024 10:23,4
Bimo Tejo,['bagus'],12/01/2024 23:28,5
Lili,['bagus'],25/01/2024 02:22,5
Sunarto,[],15/01/2024 21:36,5
Enen Enen,['mantap'],17/01/2024 11:31,5
Reza Badar92,"['oke', 'gak', 'lelet']",15/01/2024 04:51,5
Febryan Alpandi,"['kartu', 'gakjelas', 'paket', 'data', 'sedot', 'pulsa', 'duluan', 'lanjur', 'nomor', 'kartu', 'indosat', 'tidak', 'buang', 'asuu']",25/01/2024 09:04,1
Adearusman Arusman,"['indosat', 'bukan', 'bagus', 'jelek', 'pakai', 'indosat', 'lebih baik', 'ganti']",26/01/2024 13:26,1
Resti Fauzi,['mantap'],30/01/2024 13:06,5
Jhasica,"['ganggu', 'jaring']",26/01/2024 13:26,1
Mas Roey Roey,['puas'],15/01/2024 16:23,5
Beni Tirta,"['ilng', 'promo', 'lma']",11/01/2024 07:30,5
Arifah Arifah,"['terima kasih', 'my', 'm3']",18/01/2024 09:10,5
Silvi Marwah,"['im3', 'tidak', 'buka', 'cek', 'kouta', 'telepon', 'mayan']",13/01/2024 17:59,1
Shaleh Ahmed111,"['bagus', 'banget', 'm3']",22/01/2024 06:53,5
Vi,"['sesuai', 'harga', 'baik', 'layan', 'bukan', 'bagus', 'parah', 'sih', 'jaring', 'lelet', 'ganggu', 'internet', 'gak', 'lancar', 'harga', 'paket', 'maksud', 'baik', 'oohh', 'maksud', 'baik', 'baik', 'buruk', 'yaa']",26/01/2024 14:06,1
Saan,"['jaring', 'internet', 'asuu']",26/01/2024 12:17,1
Muis 125,"['tidak', 'seru', 'wey', 'sos', 'tidak']",16/01/2024 08:30,1
Hqi _,"['woeee', 'benerin', 'jaring', 'luuu']",28/01/2024 09:33,1
Kuntull Refa123,"['login', 'biar', '1gb']",19/01/2024 06:28,5
Azmi Sidik,"['bangkrut', 'lohh', 'jaring', 'lelet', 'tidak', 'otak', 'bayar', 'mahal', 'lag', 'lebih baik', 'bangkrut', 'indosattt']",24/01/2024 12:52,1
fadli must0812,"['kuota', 'mahal', 'sinyal', 'tolol', 'benerin', 'anjing', 'rugi', 'beli', 'kuota', 'mahal', 'mahal', 'nying']",17/01/2024 10:09,1
Anggi Savitri,"['kuota', '50gb', 'hilang', 'lenyap', '700mb', 'pas', 'hubung', 'cs', 'bilang', 'dg', 'tekan', 'paket', 'darurat', 'sedang apa', 'kuota', 'tidak', 'apa', 'tekan', 'kuota', 'darurat', 'tertawa', 'lucu', 'baru', 'halo', 'indosat', 'ganti', 'kuota', 'hilang', 'moga', 'tidak', 'terima', 'kasih']",26/01/2024 12:36,4
Ryan saputra,['bagus'],20/01/2024 04:11,5
Dhona wahyu,"['paket', 'mahal', 'kualitas', 'drop']",12/01/2024 17:43,1
Bobby Krisna,"['bangkai', 'pakai', 'lelet']",26/01/2024 12:46,1
Sujito Sujito,['hebat'],10/01/2024 05:41,5
Gilang Saputra,"['kouta', 'mahal', 'sinyal', 'sulit', 'kesini', 'tidak', 'nyaman', 'pakai', 'indosat', 'sinyal', 'lambat']",28/01/2024 23:27,4
Alim Bta,['sagat'],26/01/2024 16:17,5
Dwy Santoso,['bagus'],23/01/2024 13:47,5
R0nces Mr'x (Roni),"['sya', 'cap', '5bintang', 'sya', 'guna', 'myim3', 'sukses', 'aman']",11/01/2024 11:16,5
Andino,"['maaf', 'iya', 'this', 'is', 'promot', 'provider', 'lelet', 'main', 'ping', 'loncat', 'merah', 'melulu', 'minimal', 'sinyal', '4g', 'tuh', 'dipake', 'internet', 'lelet', 'muluuu', 'muter', 'gak', 'buat', 'apaapa', 'beli', 'kuota', 'pakai', 'internet', 'nambahin', 'beban', 'emosi', 'alas', 'ganti', 'provider', 'sayang', 'nomor', 'ganti']",11/01/2024 08:32,1
Nabil,"['jaring', 'error', 'lelet', 'banget', 'bingung', 'ganggu', 'jaring', 'hari', 'penuh']",26/01/2024 14:03,2
adit 123,['bagus'],25/01/2024 23:43,5
Iwan Sach,"['promonya', 'banyak', 'yahh']",29/01/2024 04:52,4
