Ã¯Â»Â¿userName,content,at,score
Ayukomang Warasaputri,"['aplikasi', 'ny', 'gc', 'buka', 'ny', 'susah', 'cek', 'paket', 'data', 'nya', 'tolongg', 'aplikasi', 'im3', 'biar', 'buka', 'lagi']",30/01/2024 08:00,0
Hamka Zahy Leo,"['tidak', 'buka']",22/01/2024 23:37,1
Dino ka,"['burik', 'banget', 'anjj', 'sinyal', 'nya', 'pulsa', 'suka', 'kurang', 'tidak', 'pkemhal', 'kuota', 'nya']",30/01/2024 14:01,0
karno jose,"['kuota', 'aktif', 'kuota', 'tidak', 'buka', 'internet', 'dan lain lain', 'buruk', 'kualitas', 'im3']",26/01/2024 12:52,0
wahyu widyanto,"['ko', 'paket', 'game', 'ngg', 'main', 'ml', 'si']",31/01/2024 14:37,0
Zackie Chan,"['bagus', 'sih', 'metode', 'bayar', 'ny', 'tidak', 'pke', 'pulsa', 'doank', 'pilhan', 'ny']",11/01/2024 12:05,1
Bonar Cobra khalista,[],22/01/2024 07:01,0
Riski Riski jaya peratama,['mntapim3'],28/01/2024 11:10,1
Pengguna Google,"['im3', 'harga', 'paket', 'data', 'nya', 'tidak', 'otak', 'njirr', 'parah', 'harga', 'nya', 'mahal', 'boros', 'murah', 'im3', 'mahal', 'im3']",27/01/2024 15:41,0
Keyla Wulandari,"['mudah', 'kan', 'teran', 'saksi']",15/01/2024 15:35,1
qORie .3018,"['apa', 'indosat', 'main', 'game', 'ffmlinternetan', 'leleeeeet', 'bgtttttt']",30/01/2024 11:05,0
Villifia Twenty,['terima kasih'],16/01/2024 12:20,1
Muhammad Nurdin siregar,['mantab'],17/01/2024 19:40,1
Syifa zahra,"['saran', 'panjat', 'kuota', 'mainin', 'deh', 'rugi', '500', 'mb', 'eh', 'modal', 'paket', '300', 'mb', 'nonton', 'video', 'nya', 'mainin', '4', 'jam', 'tetep', 'nihil', 'dadu', 'parah', 'gilir', 'finish', 'kasih', 'angka', 'kecil', 'gilir', 'deket', 'finish', 'kasih', 'angka', 'tipu', 'banget', 'dimainin', 'ck', 'miris', 'edit', 'mungkin', 'salah', 'im3', '20k', 'impoin', 'terima kasih', 'deh', 'minimal', 'tanggungjawabnya']",29/01/2024 13:24,0
Nugroho Dwis Sugiharto,"['login', 'nomor', 'indosat', 'normal', 'tampil', 'bagus', 'saran', 'versi', 'baru', 'aktif', 'tidak', 'tampil', 'depan', 'informasi', 'dasar', 'mohon', 'kembali']",11/01/2024 01:52,1
Edy Dasirin,[],14/01/2024 13:15,1
Budi Siswanto,['mudah'],30/01/2024 23:28,1
Muhhammaddzaky,"['berkalikali', 'isi', 'kuota', 'tidak', 'transaksi', 'proses', 'gagal', 'ehh', 'pulsa', 'potong']",18/01/2024 01:26,0
MA Gaming,"['kartu', 'korupsi', 'njir', 'kouta', 'kurang', 'drastis', 'gak', 'dipake', 'pakai', 'samping', 'jaring', 'tidak', 'pulsa', 'hilang', 'kartu', 'sim', '2', 'internet', 'sim', '1', 'pulsa', 'hilang', 'bodoh']",31/01/2024 01:26,0
Arif Murtadho,"['2024', 'mendung', 'hujan', 'sinyal', 'benar', 'hilang', 'ayo', 'gak', 'ubah', 'salah', 'besar', 'indonesia', 'gin', 'benah', 'maaf', 'layan', 'gak', 'parah', 'sakit', 'maling', 'pulsa', 'benah', 'banget', 'tuntas', 'maaf', 'layan', 'gak', 'potong', 'gin', 'yuk', 'yukk', 'ubah', 'sayang', 'nomor']",26/01/2024 14:06,0
Reza Mahardika,"['habis', 'beli', 'paket', 'ndk']",26/01/2024 12:43,1
Erno Saputro,['muantab'],18/01/2024 23:46,1
Arif Rahman,"['bagus', 'banget', 'tidak', 'ber', 'mdev']",11/01/2024 06:58,1
Reza Aja,[],16/01/2024 00:31,1
Manr 1622,"['indosat', 'sinyal', 'bagus', 'jaring', 'jelek', 'banget', 'najis']",24/01/2024 09:45,0
Hardian Sugandi,"['woi', 'im3', 'sinyal', 'si', 'enak2', 'kerja', 'kalah', 'gara', 'gara', 'rugi', '89', 'jt', 'tanggung', 'jawab', 'tidak', 'becus', 'uda', 'tutup', 'memlukan']",29/01/2024 17:03,0
Mursit sit,['mantap'],20/01/2024 04:04,1
Hernando Dafa,"['beli', 'kuota', 'susah', 'ampun', 'gagal', 'melulu', 'coba', 'pakai', 'metode', 'tidak bisa', 'awal', 'bilang', 'bukan', 'top', 'up', 'bilang', 'gagal', 'melulu']",30/01/2024 06:22,0
Nurdin Nurdin,['bagus'],21/01/2024 18:09,0
Nadira Nahla Nadira,"['isi', 'pulsa', 'hatihati', 'nyala', 'data', 'pulsa', 'beli', 'lenyap', 'alam']",14/01/2024 13:23,0
Riyu Jaka,"['layan', 'buruk']",26/01/2024 14:17,0
Adam Yati,"['sinyal', '4g', 'jaring', '2g', 'ampun', 'deh', 'indosat', 'sih', 'parah', 'banget', 'bingung', 'sinyal', 'bagus', 'jaring', 'jelek', 'banget', 'sayang', 'kuota', 'gak', 'pakai', 'main', 'game', 'coba', 'benerin', 'jaringannyaa', 'gak', 'gera']",13/01/2024 13:55,0
Jani Jani,['bagus'],23/01/2024 17:54,1
Adhitya M1,"['bangkrut', 'hah', 'bonus', '1gb', 'kasih', 'cicil', '250mb', 'selamat', '7', 'klaim', 'jaring', 'buruk', 'suka', 'hilang', 'harga', 'kuota', 'nya', 'lebih baik', 'pakai', 'smarftren']",14/01/2024 10:23,0
Jeki Tololiu,"['aplikasi', 'im3', 'nya', 'baru', 'buruk', 'parah', 'kuota', 'habis', 'tidak', 'buka', 'aplikasi', 'susah', 'check', 'pulsa', 'kuota', 'susah', 'baik', 'cepat']",18/01/2024 12:38,0
Sammi Yusuf,"['super', 'lelet', 'bikin', 'praktis']",26/01/2024 13:48,0
Dewi Astuti,"['gmn', 'min', 'baru', 'aplikasi', 'kuota', 'hilang', 'barru', 'aktifasi', 'paket', 'internet', '60', 'gb', '3', 'notif', 'kuota', 'habis', 'bareng', 'terupdatenya', 'appksi']",20/01/2024 22:06,0
FA J AR 12,[],20/01/2024 02:34,1
Aan editZ,[],25/01/2024 09:03,1
Chui official,"['kesini', 'jaring', 'indosat', 'kan', 'kuota', 'baik', 'kualitas', 'jaring', 'bikin', 'kecewa', 'kartu', '3', 'indosat']",29/01/2024 10:24,0
12_Gilang Febriansyah,"['ribet', 'registrasi', 'nomor', 'susah', 'ampun', 'ketik', 'nik', 'kakak', 'benar', 'tetep', 'tidak bisa', 'regis', 'counter', 'chip', 'mobo', 'tukang', 'counternya', 'tidak', 'isi', 'pulsa', 'hangus', 'mohon', 'tegas', 'sih']",26/01/2024 13:21,0
Ksatria Adi,"['mahal', 'lag']",10/01/2024 13:20,0
Ripal Pale,"['bayar', 'tagih', 'surat', 'bayar', 'tanggal', '26', 'jatuh', 'tempo', 'tanggal', '28', 'tidak', 'pakai']",26/01/2024 13:36,0
Hamzah Faizun,"['halah', 'indosat', 'ora']",27/01/2024 02:11,0
Heri Liwana,"['baharu', 'aplikasi', 'nya', 'kasih', 'fitur', 'kunci', 'pulsa', 'biar', 'pulsa', 'tidak', 'sedot']",18/01/2024 07:04,0
Dani ir,"['beli', 'indosatcare', 'sinyal', 'nyo', 'taekk']",23/01/2024 01:46,0
Ahmad Riyadi,[],13/01/2024 06:06,1
Esih Azzahra,"['paket', 'mahal', 'bisa', '160rb', '200gb', '150rb', '100gb', 'mym3', 'error', 'melulu', 'klu', 'masuk', 'm3', 'indosat', 'mahal', 'paket', 'data']",18/01/2024 09:04,0
Maya Kucing,['mantap'],23/01/2024 10:43,1
Lestari Tariii,"['sinyal', 'nya', 'jelek', 'sih', 'indosat']",18/01/2024 06:12,0
rini susilowati,"['lelet', 'jarigan', 'dwket', 'banget', 'tower']",23/01/2024 17:31,0
Septa Radnadia,['bagus'],28/01/2024 11:44,1
Lia Anjani 219,"['benerin', 'status', 'jararing']",26/01/2024 11:46,1
Aan 250,"['jarigan', 'stabil']",16/01/2024 13:59,1
Risman Risman,"['kacau', 'jaring', 'indosat', 'lelet', 'jaring', 'nya', 'baik', 'dikit', 'lelet', 'diki5', 'legkouta', 'nya', 'mahal', 'jaring', 'lelet']",28/01/2024 09:55,0
Muhammad Hanif Arhab,['nyebelin'],11/01/2024 11:24,0
purnomo gaming,"['paket', 'mahal', 'sinyal', 'burik', 'tertawa']",26/01/2024 13:38,0
Fadel Fadel,['bagus'],17/01/2024 22:59,1
Yudha Setiawan,['mantaf'],31/01/2024 08:07,1
Vian kisthoputra,['bagus'],14/01/2024 04:32,1
Histeel Cibubur,['mantap'],30/01/2024 15:59,1
Mo Moy,"['bonusss', 'tidak', 'tidak', 'seauaii']",28/01/2024 10:23,0
Gan Shu,"['aplikasi', 'anjig', 'gilir', 'butuhin', 'tidak', 'akses']",26/01/2024 13:49,0
Edi Yono,"['nya', 'bagus']",11/01/2024 22:18,1
Fenra Permana,"['acces', 'misskomunikasi', 'media', 'presisisi', 'acees', 'ber', 'busenes']",19/01/2024 11:30,1
Nendy Yrawan,"['gak', 'banget', 'sumpah', 'main', 'game', 'panjat', 'kuota', 'bug', 'pas', 'ulang', 'keluar', 'tidak', 'niat', 'memang']",17/01/2024 11:13,0
Agus Gunawan,"['ko', 'aneh', 'my', 'im3', 'mahal', 'banding', 'teman', 'kouta', 'nya', 'aneh', 'bin', 'ajaib', 'situ', 'males', 'pakai', 'indosat', 'th']",29/01/2024 09:31,0
Lion Gazalman,['burik'],24/01/2024 04:25,0
Muhammad Haifano,"['jaring', 'lag']",15/01/2024 05:19,0
M IKHSAN,"['jaring', 'nya', 'banget', 'disconnect', 'jaring', 'hilang', 'timbul', 'sinyal', 'nihil', 'logo', 'seluler', 'nya', 'kadang', 'tidak', 'muncul', 'hadeh', 'mohon', 'bantu', 'baik', 'jaring', 'iya']",26/01/2024 13:59,0
Bayu Sampit,"['bangun', 'banget']",29/01/2024 16:06,1
23 M.Maulana Fahrezi,"['developer', 'nya', 'baik', 'bayar', 'shopepay', 'nya', 'banget', 'bug', 'hampir', 'beli', 'nomor', 'satu', 'beli', 'banget', 'bug']",31/01/2024 00:19,0
Firman Aripudin,"['main', '1', 'jam', 'panjat', 'kuota', 'kuota', 'kesal', 'z']",25/01/2024 11:07,0
ira aje,[],15/01/2024 20:27,1
Aris Margono,"['jaring', 'bagus', 'daerah']",31/01/2024 16:22,1
nur alipah,"['sinyal', 'ny', 'jelek', 'gilaaaaaa']",25/01/2024 05:16,0
aqila ardiansyah,"['kesel', 'tidak jelas', 'isi', 'pulsa', 'tiba2', 'sedot', 'pedahal', 'kuota', 'gak', 'utang', 'pulsa', 'darurat', 'habis', 'pulsa']",14/01/2024 09:58,0
Safira Nurmagfira,['bagus'],10/01/2024 08:37,1
Beban Lo,"['keren', 'jaring', 'error']",17/01/2024 02:45,1
Oyong Ktg,"['bagus', 'banget', 'promonya']",27/01/2024 13:06,0
Umar Yakub,['boedfw'],18/01/2024 09:31,1
Azat Skk,"['banyak', 'ganggu', 'kartu']",23/01/2024 04:47,0
Muhamad Irfan Maulid,"['kuota', 'mahal', 'jaring', 'gak', 'dipikirin', 'rugi', 'jaring', 'baik', 'beli', 'kuota', 'mahal', 'mahal', 'jaring', 'jelek', 'mah']",12/01/2024 14:26,0
Siti ervina,"['indosat', 'pelit', 'tidak', 'kuota', 'gratis', 'huh', 'minimal', 'kaya', 'axisnet', 'gratis', 'dikit', 'doang', 'dasar', 'kartu', 'rakyat']",10/01/2024 03:04,0
Langgeng Last,"['kesini', 'tidak jelas', 'paket', 'data', 'ekstra', 'ilangin', 'butuh', 'masuk', 'kuota', 'malam', 'nya']",20/01/2024 19:00,0
IMAM BASRI,"['bintang', 'aplikasi', 'sulit', 'buka']",10/01/2024 11:37,0
Mas Uya,"['internet', 'ganggu']",26/01/2024 13:01,0
icuk sutrisno,['bagus'],21/01/2024 05:03,1
N iman,"['sinyal', 'ganggu', 'im3', 'hujan', 'ngedrop', 'kaya', 'telkomsel']",26/01/2024 12:41,0
Apen,"['terima', 'kasih', 'aplikasi', 'bagus']",26/01/2024 04:14,1
Ummi Umm,['bagustapi'],26/01/2024 22:18,1
rendy22 Afiqa,['murah'],10/01/2024 01:33,1
Susetyo Budi utomo,['bagus'],13/01/2024 00:04,0
jhon kevin,"['kartu', 'siput']",13/01/2024 04:01,0
Iskandar Is,"['bagus', 'kerja', 'terima kasih']",13/01/2024 04:34,1
Chrystian Arya Fadly,"['beli', 'data', 'banget', 'beli', 'dana', 'tidak', 'proses', 'saldo', 'dana', 'jaring', 'stabil', 'tetep', 'tidak', 'bisapembelian', 'pulsa', 'proses', 'banget']",11/01/2024 10:42,0
iFan,"['gak', 'benar', 'kartu', 'mahal', 'sinyal', 'jelekpadahal', 'kota', 'baik']",22/01/2024 10:27,0
Airmawati Zendrato,"['jaring', 'suka', 'lambat']",27/01/2024 00:07,1
Abdul Azzam Ramadhan,"['tidak', 'siang', 'tidak', 'malam', 'lelet', 'melulu', 'tidak', 'lelet', 'iya', 'ganggu', 'bikin', 'istighfar']",27/01/2024 11:33,0
Zulvanbahtiar 07,"['aplikasi', 'bagus', 'jaring', 'kadang', 'suka', 'hilang', 'habis', 'sinyal', 'nya', 'turun', 'kota']",17/01/2024 16:44,0
Tofa Mellenk,['bagus'],16/01/2024 11:27,1
Fiki Aoki,"['ampas', 'banget', 'tidak', 'login']",11/01/2024 11:59,0
jonathan marpaung,"['m3', '3', 'aplikasi', 'nya', 'nomor', 'tidak', 'baca', '3', 'huuuuu', 'tipu', 'google']",15/01/2024 14:17,0
Sanen Saputra,"['mantap', 'cuman', 'data', 'yah', 'mmm']",14/01/2024 11:56,1
Zahratull Shakila,"['gmn', 'sih', 'baru', 'buknnya', 'bagus', 'mlh', 'gni', 'ganggu', 'gmn', 'sih']",26/01/2024 13:39,0
Zainal Arief munandar,"['aplikasi', 'buruk', 'sejarah', 'nuker', 'im3', 'poin', 'kuota', 'tidak', 'masuk', 'dongo', 'aplikasi', 'ny']",29/01/2024 13:06,0
Fahmy Agungkurniawan,"['provider', 'gak', 'jelasngisi', '150k', 'pas', 'paket', 'pulsa', 'kurang', '30k']",15/01/2024 05:19,0
MLCT GANTENG,[],29/01/2024 04:23,1
Didikncleng12 Kncleng12,['bagusss'],20/01/2024 17:43,1
Ipur Maspuroh,"['sinyal', 'jelek', '3', 'hilang', 'konsumen', 'pindah', 'telkomsel']",23/01/2024 11:36,0
NASRULLOH NASRULLOH,"['ty', 'iya', '1', 'terkhir', 'pakai', 'provider', 'tidak jelas', 'banget', 'koneksi', 'nya', 'amburadul', 'unduh', 'tidak jelas', 'gak', 'kasih', 'bintang', 'gak', 'kasih', 'deh', '5', 'taunn', 'pakai', '1', 'kacau', 'provider', 'koneksi', 'turun', 'kadang', 'kadang', 'tidak', 'muak', 'banget', 'provider']",22/01/2024 05:52,0
Exy Gaming,"['boros', 'pulsa', 'woyy']",28/01/2024 14:23,0
Putu Radit Ardika,"['tidak', 'lucu', 'pas', 'main', 'game', 'sinyal', 'jelekin', 'gilir', 'main', 'lancar', 'sinyal', 'anjg']",18/01/2024 14:56,0
Ilham Sentosa,"['mantap', 'heri']",25/01/2024 05:44,1
Dzikri Nurhuda,"['sinyal', 'lelet', 'pulsa', 'potong', 'indosat', 'tolol', 'tutup']",30/01/2024 07:16,0
Muhammad Adabi,"['balikin', 'paket', 'freedom', 'hari', '9gb', '5hari', '18rb']",14/01/2024 15:48,1
Fatra Fatwa973,['mantaap'],17/01/2024 14:23,1
Muhamad Sodikin,"['umur', 'buka', 'bagus', 'kualitas', 'bawah', 'rata2', 'harga', 'mahal', 'sinyal', 'gak', 'hujan', 'gak', 'petir', 'baik', 'jaring', 'harga', 'sesuai']",26/01/2024 13:58,0
Rohimah Khumaero,['bagus'],18/01/2024 06:57,1
hendrik channel (hendrik prayoga),"['jaring', 'tingkat', 'iya']",30/01/2024 13:19,1
killu nime,"['sinyal', 'suka', 'hilang', 'beli', 'kuota', 'mahal', 'mahal', 'doain', 'elemenya', 'bangkrut', 'rizkinya', 'gak', 'berkah']",16/01/2024 07:33,0
wahyu hidayat,"['kartu', 'aneh', 'pakai', 'harga', 'kuota', 'kartu', 'mahal', 'beda', 'tidak', 'masuk', 'akal', '12', 'gb', 'harga', '58', 'tidak', 'pilih']",16/01/2024 02:06,0
Marco Pontoluli,['payah'],16/01/2024 18:28,0
Sandy Pb,"['mantap', 'kuota', 'nyaa']",10/01/2024 12:43,1
Us bek,"['indosat', 'buka', 'inimah', 'buruk', 'buruksebagai', 'konsumen', 'setia', 'indosat', 'kecewa']",10/01/2024 16:41,0
Hasanaaa Janah,['bagus'],28/01/2024 17:06,1
Wahid Thunder12,['manta'],21/01/2024 10:02,1
Siti Fitri,"['sinyal', 'jelek', 'banget', 'bagus', 'jelek', 'banget', 'sumpah', 'mati', 'lampu', 'hujan', 'suka', 'ribet', 'tidak', 'jaring', 'im3', 'sumpah', 'jelek', 'banget']",29/01/2024 14:19,0
Arip Joz,"['indosat', 'turun', 'harga']",31/01/2024 12:15,1
DontCrotMeiii TM,"['kesini', 'hancur', 'sinyal', 'tertawa']",26/01/2024 12:48,0
curut berdasi,['keren'],16/01/2024 01:09,1
kardo rehan,"['apklesi', 'nya', 'mantap']",27/01/2024 16:44,1
Rizal Arif P.,"['bug', 'tolol']",20/01/2024 02:33,0
saeMuhammad _,"['gak', 'indosat', 'malam', 'beli', 'pulsa', 'plus', 'isi', 'kuota', 'jam', '11', 'malam', 'notif', 'hasil', 'jam', '0200', 'notifikasi', 'isi', 'ulang', 'saldo', 'gagal', 'beli', 'paket', 'gagal', 'gak', 'kembali', 'dana', 'kesini', 'buruk']",18/01/2024 23:22,0
Leeyanto Darmansyah,"['harga', 'kuota', 'paket', '100g', '2', 'haduhhhh']",19/01/2024 02:24,0
Nurul Aini,"['tidak', 'data', 'nya', 'tidak', 'buka']",31/01/2024 23:56,0
Hikmala hayati Mala,"['habis', 'beli', 'pulsa', '50k', 'daftar', 'paket', 'tera', '50k', 'tidak', 'respon', 'cek', 'pulsa', 'kurang', '500rp', 'tidak', 'daftar', 'pulsa', 'kurang', 'transaksi', 'mode', 'data', 'dalam', 'ada', 'mati', 'mohon', 'jelas', 'tidak', 'daftar', 'iya', 'invalid', 'kurang', 'tidak', 'daftar', 'paket', 'mohon', 'jelas']",27/01/2024 12:45,0
Denik Rahayu,['bagus'],31/01/2024 23:30,1
Siska Monika,"['sengaja', 'kasih', 'bintang', '5', 'biar', 'ttep', 'ulas', 'im3', 'kecewa', 'banget', 'ganggu', 'mumet', 'sinyal', 'im3', 'ra', 'anjing', 'kakak perempuan']",11/01/2024 04:46,1
Rudi Irawan,['mantap'],11/01/2024 03:18,0
Rahman Pendigi,"['sumpah', 'tidak', 'erti', 'indosat', 'mau', 'sih', 'maruk', 'sumpah', 'paksa', 'beli', 'paket', '30kan', 'pas', 'isi', '50k', 'tiba2', 'sedot', '2k', 'sisa', 'pulsa', 'bisa2nya', 'sedot', 'kuota', 'paket', 'heran', 'capek', 'anjng']",16/01/2024 15:02,0
Heri Duceng,['bagus'],11/01/2024 00:16,0
Sholeh Sholeh,"['ah', 'turunin', 'ratingnya', 'indosat', 'tidak', 'pulsa', 'potong', 'susah', 'banget', 'bicara', 'ai', 'nya', 'pusing', 'pulsa', 'potong', 'bicara', 'ai', 'indosat', 'pusing', 'anjing']",24/01/2024 01:57,0
Abilsidqi Wijaya,"['sayang', 'kouta', 'hangus', 'ganti', 'kouta', 'beli', 'daftar', 'pakai', 'pulsa', 'kouta', 'utuh', 'masyarakat', 'ajar', 'daring', 'mohon', 'admin', 'tinjau', 'atur', 'biar', 'kaya', 'operator', 'belah', 'kouta', 'ttep', 'pakai', 'tambah', 'kasih', 'rakyat', 'hidup', 'pas2an', 'beban', 'terima kasih']",18/01/2024 15:36,0
Ami Agustin,['bagus'],13/01/2024 06:23,1
Hasmawati Kamal,['oke'],22/01/2024 03:56,0
Samsul Bari,['bagua'],27/01/2024 06:36,1
Adil Iksanmaulana,"['terima kasih', 'mylm3', 'kuota', 'gratis']",27/01/2024 19:03,1
Muhammad faizal Rahmad al-isro,"['aplikasi', 'bagus']",28/01/2024 06:59,1
Mufid Apik,"['sinyal', 'jelek', 'indosat']",30/01/2024 14:23,0
Agung Permana,"['jaring', 'indosat', 'ko', 'hilang', 'koneksi', 'nya', 'daerah', 'jakarta', 'dalam']",26/01/2024 13:11,0
Raden Koyoz'z,"['sinyal', 'bagus', 'meski', 'lampu', 'mati', 'sinyal', 'top']",29/01/2024 12:03,1
Pepen Jr,"['sinyal', 'nya', 'jelekkasih', 'bintang', '1']",28/01/2024 11:32,1
Muhammad Yusuf Darwin,['bagus'],15/01/2024 20:02,1
Jaya Perdian,"['sinyal', 'nya', 'kadang', 'suka', 'hilang', 'baik']",25/01/2024 13:03,0
Fawaz Rafif,['lag'],27/01/2024 05:40,0
Aldi Maulana,"['im3', 'lag', 'melulu', 'najis', 'sumpah', 'main', 'game', 'ping', 'loncat', 'emg', 'sesal', 'pakai', 'kartu']",18/01/2024 14:11,0
Ijey Saputra,['mu'],14/01/2024 06:23,1
Cosa Rinaldy,['bagus'],19/01/2024 08:37,1
Andri Irawan,['like'],16/01/2024 14:43,1
Era Wiratmoyo,"['provider', 'tolol', 'listrik', 'padam', 'gak', 'pakai']",17/01/2024 15:38,0
Payah payah,"['ko', 'aneh', 'kaya', 'situs']",22/01/2024 14:35,0
Muhamad Raihan,"['baru', 'tidak bisa', 'buka', 'aplikasi', 'nya', 'this', 'is', 'unexpected']",19/01/2024 10:42,0
Muhammad Jibril,"['indosat', 'dancok', 'kerja', 'epep', 'pan', 'kadang', 'lelet', 'koyok', 'kontol', 'tuku', 'paket', 'larang', 'larang', 'su', 'asuu']",14/01/2024 04:28,0
Yopi Andeska,"['jaring', 'parah', 'indosat', 'gak', 'kuat', 'bayar', 'pajak', 'jaring', 'korban']",19/01/2024 09:10,0
Bahri Infinix,"['aplikasi', 'rusak', 'sinyal', 'rusak', 'konsumen', 'setia', 'indosat', 'tidak', 'kasih', 'bonus', 'tidak', 'beli', 'kuota', 'hot', 'promo', '3gb', 'baik']",26/01/2024 14:23,0
Nyoto,['mantap'],20/01/2024 05:42,1
chanina yani,['bagus'],14/01/2024 16:02,1
Putri Aulia,"['bagus', 'batt']",14/01/2024 04:11,1
SIPRIANUS SUJASMAN IKUN,"['murah', 'riah']",30/01/2024 12:33,1
Bahar123 123,"['senang', 'pakai', 'im3']",27/01/2024 07:40,1
Luthfi alwi Gufron,"['paket', 'beli', 'kasih', 'hilang', 'harga', 'kasih', 'paket', 'nya', 'ti']",18/01/2024 09:48,0
Remih Remah,[],29/01/2024 14:20,1
Ani Ani,"['sederhana', 'praktis']",28/01/2024 06:56,1
Andika Prima,"['tidak', 'sinyal', 'tidak jelas']",16/01/2024 13:49,0
Ahmad Ali,"['indosat', 'kartu', 'sampah', 'jaring', 'tidak', 'bagus', 'sdh', 'bulan', 'jaring', 'tidak', 'bagus', 'lebih baik', 'tidak', 'kartu']",25/01/2024 14:00,0
abram muslimin,"['sinyal', 'indosat', 'tidak']",16/01/2024 19:41,0
Mowo Geni,"['tidak', 'pakai']",10/01/2024 15:24,0
Helen Wahyuni,"['sinyal', 'lancar', 'jayapaket', 'murah', 'riah']",29/01/2024 18:04,1
Eris Sutrisna,"['2024', 'undi', 'im3', 'poin', 'tidak', 'satu', 'hadian', 'kecil', 'tidak', 'konsumen', '12', 'pakai', 'im3', 'loyalitas', 'nya', 'tidak', 'hargain', 'paket', 'unlimited', 'mahal']",21/01/2024 09:40,0
Suharto Lempuyangan,['ok'],31/01/2024 13:40,1
erinda yulianingsih,"['im3', 'provider', 'kotor', 'jaring', 'lelet', 'putus', 'paket', 'data', 'mahal', 'jaring', 'jelek', 'ganti', 'provider', 'im3', 'jaring', 'nya', 'jelek', 'mikir2', 'deh', 'pakai', 'im3']",22/01/2024 05:22,1
Burhan Jalu,"['jaring', 'buruktidak', 'kunjung', 'baik']",15/01/2024 13:44,0
Supriyanto Supri,"['ok', 'bngt']",27/01/2024 14:15,1
??????,['bagus'],30/01/2024 03:17,1
Rahman Masalembo,"['sinyal', 'kuat', 'mantap']",11/01/2024 05:54,1
Kimyang.A,['bagus'],30/01/2024 08:01,1
Riel Miaw,"['jaring', 'banggsaat']",21/01/2024 15:10,0
Yuda Pratama,['bagus'],20/01/2024 02:33,1
Surya Gantara,['bagus'],13/01/2024 03:14,1
konco lamo,"['jaring', 'tertawa', 'banget', 'banget', 'ning', 'ganti', 'kartu', 'rekomendasi', 'm3', 'eh', 'pas', 'guna', 'tertawa', 'jaring']",26/01/2024 12:45,0
Ahmad Ridho Fayakun Ridho,['bagus'],16/01/2024 03:53,1
Wiwin Kusniati,"['indosat', 'tidak']",29/01/2024 02:43,0
Van Spieler,"['aplikasi', 'ulang', 'unduh', 'tidak', 'login', 'suruh', 'reload', 'laku', 'samaindosat', 'tidak']",17/01/2024 09:56,0
ABDUR ROHMAN,['bagus'],13/01/2024 06:11,1
Andriyan bima Mashuri,"['baik', 'singalnya', 'beli', 'kouta', 'singalnya', 'jelek', 'aneh', 'anehsinyalnya', 'anehudah', 'ku', 'reeboot', 'hpnya']",26/01/2024 13:34,0
Asep Ridwan,"['jaringa', 'uridu', 'kurang', 'bagus', 'bos', 'jaring', 'baik', 'klu', 'harga', 'alhmdllh', 'terjangkay', 'booos']",22/01/2024 05:39,1
Yosda,"['harga', 'elit', 'sinyal', 'sulit']",26/01/2024 12:47,0
BENY MURDANY,"['tidak jelas', 'banget', 'isi', 'pulsa', '30ribu', 'tidak bisa', 'isi', 'pulsa', '15', 'bisakadang', 'paket2', 'beli', 'sumpetin', 'kocak']",14/01/2024 14:08,0
Deden Rusmawan,['bonus'],27/01/2024 18:36,1
Ani Rafli,['mantap'],30/01/2024 18:26,1
M. IRHAM,['tidak'],29/01/2024 04:31,1
Wahyu Ronaldo,"['busuk', 'bug']",13/01/2024 11:27,0
sleb bew,"['iiich', 'im', 'gtu', 'iya', 'nyebelin', 'ngeselin', 'sinyal', 'jelek', 'banget', 'internet', 'buka', 'aplikasi', 'my', 'im', 'gx', 'buka']",12/01/2024 12:22,0
Azzam Zm,['mantaapp'],15/01/2024 17:04,1
Sukron Nasir,"['komplain', 'guna', 'me', 'tidak', 'tanggap', 'mohon', 'maaf', 'paket', 'm3', 'mahal', 'tidak', 'cepat', 'jaring', 'pindah', 'privider', 'kartu', 'belah', 'bye2', 'me']",16/01/2024 06:25,0
Sri Hartini,['bagus'],16/01/2024 11:31,1
Taz Kia,"['sinyal', 'turun', 'lemootttt']",31/01/2024 15:03,0
Pipit Fitry,"['gak', 'cuman', 'bicara', 'm3', 'ngeleh', 'melulu']",26/01/2024 12:34,0
Reyhan Muhammad,"['lumayan', 'cek', 'kuota']",28/01/2024 00:08,1
Tyandra Tyar,['bagus'],21/01/2024 23:04,1
Rafka,"['bagus', 'sinyal', 'daerah']",20/01/2024 23:10,0
Mohamad Ridho,"['jaring', 'buruk', 'axix']",26/01/2024 05:59,0
Ety Lestari,"['paket', 'mahal', 'cepat', 'boros', 'sinyal', 'burik', 'hilang', 'pulsa', 'kurang', 'tidak', 'pakai', 'data', 'internet', 'non', 'aktif', 'lebih baik', 'sinyal', 'bagus', 'tidak', 'boros', 'alias', 'cepat', 'habis', 'tidak', 'buka', 'video', 'iya', 'kayak', 'ganti', 'kartu', 'kecewa', 'sih']",27/01/2024 15:57,0
M. albayt m - 031,"['akses', 'jaring', 'data', 'tidak', 'meski', 'ikut', 'pandu', 'ikan']",18/01/2024 08:29,0
BangTriya,"['pulsa', 'sedot', 'lampu', 'mati', 'sinyal', 'bosokpadahal', 'enak']",31/01/2024 09:37,0
